    Rank Group    Score       Missing     Variable
     586  F     3.163E-02         165     ZXDC
     587  F     3.163E-02         165     EXOSC3
     588  F     3.162E-02         165     ATOH8
     589  F     3.162E-02         165     TTLL10
     590  F     3.162E-02         165     P2RY10
     591  F     3.159E-02         165     ZNF830
     592  F     3.159E-02         165     IRF6
     593  F     3.159E-02         165     FAM45A
     594  F     3.158E-02         165     FAM110A
     595  F     3.157E-02         165     MFAP3
     596  F     3.157E-02         165     PDZD11
     597  F     3.156E-02         165     HPSE
     598  F     3.156E-02         165     VWA1
     599  F     3.156E-02         165     WNT10B
     600  F     3.156E-02         165     GAL3ST1
     601  F     3.156E-02         165     THSD4
     602  F     3.154E-02         165     NPDC1
     603  F     3.154E-02         165     HGFAC
     604  F     3.154E-02         165     ZNF280A
     605  F     3.153E-02         165     ULK2
     606  F     3.153E-02         165     BAG1
     607  F     3.150E-02         165     DSPP
     608  F     3.150E-02         165     RAB3GAP1
     609  F     3.149E-02         165     C2orf80
     610  F     3.149E-02         165     BSX
     611  F     3.149E-02         165     CXCL9
     612  F     3.149E-02         165     ASTL
     613  F     3.149E-02         165     IL1RAPL2
     614  F     3.148E-02         165     ZSWIM2
     615  F     3.148E-02         165     HNRNPL
     616  F     3.148E-02         165     SIGLEC14
     617  F     3.148E-02         165     SLC30A1
     618  F     3.148E-02         165     RASSF8
     619  F     3.147E-02         165     THAP7
     620  F     3.146E-02         165     SLC10A2
     621  F     3.145E-02         165     SNX32
     622  F     3.145E-02         165     STX6
     623  F     3.144E-02         165     GNAI2
     624  F     3.144E-02         165     SEPTIN10
     625  F     3.144E-02         165     CEP250
     626  F     3.144E-02         165     SH3BP2
     627  F     3.144E-02         165     RMDN3
     628  F     3.144E-02         165     MITD1
     629  F     3.144E-02         165     UBB
     630  F     3.141E-02         165     CALN1
     631  F     3.140E-02         165     LRRFIP1
     632  F     3.140E-02         165     NTS
     633  F     3.140E-02         165     SLC2A13
     634  F     3.140E-02         165     HAUS7
     635  F     3.138E-02         165     PAK3
     636  F     3.138E-02         165     LUM
     637  F     3.138E-02         165     COPS8
     638  F     3.136E-02         165     CD6
     639  F     3.136E-02         165     CPA2
     640  F     3.136E-02         165     ZNF577
     641  F     3.134E-02         165     CNGA1
     642  F     3.134E-02         165     NR2C1
     643  F     3.134E-02         165     MUC7
     644  F     3.134E-02         165     MCAM
     645  F     3.134E-02         165     ZC3H12B
