 train         node      observed        predicted
     y             6    0.100000E+003    0.282264E+004
     n             6               NA    0.282264E+004
     y             6    0.100000E+005    0.282264E+004
     y             6    0.150000E+005    0.282264E+004
     n             6               NA    0.282264E+004
     n            30               NA    0.264654E+004
     y             6    0.107121E+006    0.282264E+004
     y            62    0.100000E+005    0.803633E+004
     y             6    0.500000E+004    0.282264E+004
     y             6    0.200000E+002    0.282264E+004
     n             6               NA    0.282264E+004
     y            28    0.150000E+002    0.276413E+005
     n            30               NA    0.264654E+004
     n             6               NA    0.282264E+004
     y            62    0.220000E+002    0.803633E+004
     n             2               NA    0.980353E+003
     y             2    0.340000E+003    0.980353E+003
     y            62    0.350000E+004    0.803633E+004
     y             6    0.400000E+003    0.282264E+004
     y             2    0.500000E+004    0.980353E+003
     y             6    0.120000E+002    0.282264E+004
     y             6    0.120000E+004    0.282264E+004
     n             2               NA    0.980353E+003
     n             6               NA    0.282264E+004
     y             6    0.800000E+004    0.282264E+004
     y             6    0.600000E+003    0.282264E+004
     y            62    0.180000E+003    0.803633E+004
     n             6               NA    0.282264E+004
     n             6               NA    0.282264E+004
     y             6    0.200000E+004    0.282264E+004
     y            30    0.500000E+002    0.264654E+004
     y             2    0.500000E+001    0.980353E+003
     n             6               NA    0.282264E+004
     n             6               NA    0.282264E+004
     n             6               NA    0.282264E+004
     y             6    0.140000E+005    0.282264E+004
     y            28    0.125000E+004    0.276413E+005
     n             6               NA    0.282264E+004
     y             2    0.672000E+003    0.980353E+003
     y             6    0.500000E+001    0.282264E+004
     y             2    0.150000E+002    0.980353E+003
     n             6               NA    0.282264E+004
     y             6    0.300000E+004    0.282264E+004
     y             2    0.500000E+001    0.980353E+003
     n             2               NA    0.980353E+003
     y             6    0.150000E+002    0.282264E+004
     y           252    0.200000E+005    0.414540E+005
     y            62    0.200000E+005    0.803633E+004
     y             6    0.200000E+001    0.282264E+004
     n             6               NA    0.282264E+004
     n             6               NA    0.282264E+004
     y             6    0.300000E+003    0.282264E+004
     y             6    0.400000E+002    0.282264E+004
     y             6    0.100000E+001    0.282264E+004
     y             6    0.190000E+004    0.282264E+004
     y             6    0.302000E+003    0.282264E+004
     n             6               NA    0.282264E+004
     y             6    0.175000E+005    0.282264E+004
     y            62    0.226100E+004    0.803633E+004
     n             2               NA    0.980353E+003
     y             6    0.200000E+002    0.282264E+004
     y             6    0.202000E+003    0.282264E+004
     y             2    0.250000E+002    0.980353E+003
     y            30    0.200000E+002    0.264654E+004
     y             6    0.125000E+003    0.282264E+004
     y             2    0.850000E+002    0.980353E+003
     y             2    0.500000E+001    0.980353E+003
     n            62               NA    0.803633E+004
     y             2    0.392800E+004    0.980353E+003
     y             6    0.100000E+001    0.282264E+004
     y             6    0.100000E+003    0.282264E+004
     y             6    0.200000E+001    0.282264E+004
     y             6    0.100000E+001    0.282264E+004
     y             6    0.399200E+004    0.282264E+004
     y             2    0.600000E+002    0.980353E+003
     n             6               NA    0.282264E+004
     y            62    0.400000E+003    0.803633E+004
     y             2    0.300000E+003    0.980353E+003
     y            30    0.600000E+002    0.264654E+004
     y             6    0.196900E+004    0.282264E+004
     n             6               NA    0.282264E+004
     y             6    0.196400E+004    0.282264E+004
     n            30               NA    0.264654E+004
     y             6    0.150000E+002    0.282264E+004
     y             6    0.965000E+003    0.282264E+004
     y             2    0.500000E+001    0.980353E+003
     y             6    0.210000E+005    0.282264E+004
